session_id,user_id,user_type,start_hour,duration_minutes,late_night,avg_load,max_load,load_variance,has_quiz,quiz_score,message_count,whiteboard_actions,burnout_risk,performance
1365,158,intermediate,7,224,0,0.81,0.99,0.0081,1,26.04,21,22,medium,D
1366,160,advanced,19,184,0,0.78,0.87,0.0019,0,,17,12,medium,A
1367,39,advanced,8,205,0,0.66,0.72,0.0009,0,,34,14,low,A
1368,77,advanced,18,56,0,0.79,0.85,0.0012,1,72.28,50,16,low,B
1369,76,beginner,21,227,0,0.68,1.0,0.0323,1,12.76,1,25,low,D
1370,176,beginner,20,107,0,0.83,1.0,0.0096,0,,17,28,low,B
1371,159,intermediate,12,42,0,0.74,0.83,0.003,1,37.01,19,13,low,D
1372,104,advanced,14,86,0,0.6,0.65,0.0014,0,,39,17,low,B
1373,42,beginner,18,191,0,0.43,0.72,0.0125,1,16.02,17,24,low,D
1374,30,beginner,18,82,0,0.42,0.7,0.016,1,37.11,34,15,low,D
1375,71,advanced,10,86,0,0.59,0.67,0.0015,1,87.9,20,0,low,A
1376,118,beginner,19,105,0,0.41,0.65,0.0104,0,,41,30,low,D
1377,134,beginner,20,216,0,0.42,0.81,0.0202,1,22.07,39,25,low,D
1378,128,beginner,19,44,0,0.46,0.66,0.0139,1,15.88,44,8,low,D
1379,131,intermediate,16,168,0,0.75,1.0,0.0082,1,48.56,24,10,low,D
1380,131,intermediate,23,70,1,0.49,0.59,0.0062,0,,41,4,low,B
1381,127,beginner,13,132,0,0.62,0.99,0.0267,1,10.26,21,15,low,D
1382,90,advanced,9,62,0,0.65,0.71,0.0009,0,,41,0,low,A
1383,100,beginner,20,110,0,0.38,0.65,0.0209,1,15.0,8,20,low,D
1384,197,beginner,20,81,0,0.45,0.79,0.0395,1,6.55,27,3,low,D
1385,29,beginner,16,169,0,0.63,0.82,0.0121,1,9.95,5,23,low,D
1386,168,beginner,7,203,0,0.49,1.0,0.036,0,,23,30,low,B
1387,51,beginner,14,28,0,0.36,0.55,0.0127,1,9.36,47,22,low,D
1388,26,advanced,10,99,0,0.57,0.64,0.0013,1,70.62,32,20,low,B
1389,128,beginner,12,210,0,0.77,1.0,0.034,1,-0.9,26,23,medium,D
1390,97,intermediate,6,32,0,0.83,1.0,0.0081,0,,44,25,low,B
1391,128,beginner,21,31,0,0.38,0.51,0.0059,0,,49,16,low,D
1392,179,intermediate,21,185,0,0.61,0.79,0.0078,0,,16,4,low,C
1393,110,advanced,18,77,0,0.36,0.46,0.0017,0,,33,23,low,A
1394,13,beginner,23,76,1,0.78,1.0,0.0217,1,19.4,5,4,medium,D
1395,85,beginner,10,194,0,0.83,1.0,0.0347,1,2.04,47,28,medium,D
1396,132,intermediate,22,29,0,0.47,0.58,0.0069,1,19.37,15,13,low,D
1397,13,beginner,18,210,0,0.47,0.86,0.0163,1,9.42,20,7,low,D
1398,43,intermediate,23,29,1,0.76,1.0,0.0152,1,11.01,13,25,medium,D
1399,157,beginner,9,32,0,0.28,0.5,0.0237,1,29.2,12,28,low,D
1400,75,beginner,12,24,0,0.85,0.9,0.003,1,10.26,28,1,low,D
1401,32,intermediate,19,196,0,0.89,1.0,0.0049,1,34.17,47,14,medium,D
1402,189,advanced,19,74,0,0.37,0.42,0.0011,0,,3,13,low,B
1403,157,beginner,17,237,0,0.85,1.0,0.0247,1,21.54,49,12,medium,D
1404,104,advanced,14,162,0,0.69,0.78,0.0024,1,80.4,45,8,low,A
1405,119,beginner,21,56,0,0.52,0.8,0.0301,1,17.21,29,23,low,D
1406,99,advanced,17,15,0,0.72,0.76,0.0018,0,,34,0,low,A
1407,70,advanced,16,62,0,0.46,0.52,0.0019,1,54.02,31,15,low,C
1408,113,advanced,16,84,0,0.82,0.88,0.0014,0,,1,24,low,C
1409,193,advanced,21,133,0,0.31,0.4,0.0018,1,75.36,41,22,low,B
1410,21,intermediate,23,152,1,0.87,1.0,0.0112,0,,19,28,medium,C
1411,34,advanced,20,195,0,0.48,0.61,0.003,1,81.93,4,20,low,A
1412,141,advanced,14,94,0,0.83,0.9,0.0013,1,44.6,11,6,low,D
1413,190,advanced,20,158,0,0.44,0.54,0.0032,1,91.94,28,30,low,A
1414,90,advanced,7,196,0,0.41,0.52,0.0023,1,73.55,24,17,low,B
1415,70,advanced,16,142,0,0.35,0.45,0.0018,1,53.0,47,22,low,C
1416,50,intermediate,17,156,0,0.46,0.63,0.0065,0,,50,20,low,B
1417,160,advanced,9,115,0,0.71,0.82,0.0031,0,,17,6,low,A
1418,114,beginner,22,236,0,0.77,1.0,0.0401,1,36.41,20,22,medium,D
1419,22,beginner,20,46,0,0.66,0.85,0.0147,1,25.55,15,1,low,D
1420,171,advanced,10,186,0,0.76,0.83,0.0011,1,76.4,47,4,medium,B
1421,113,advanced,21,202,0,0.83,0.92,0.001,1,84.39,27,9,medium,A
1422,61,advanced,15,49,0,0.61,0.67,0.0012,1,48.75,5,12,low,D
1423,7,intermediate,20,177,0,0.76,0.9,0.0044,1,31.42,26,16,low,D
1424,76,beginner,6,207,0,0.51,1.0,0.0388,1,18.94,42,12,low,D
1425,132,intermediate,16,146,0,0.47,0.71,0.0167,1,59.92,37,28,low,C
1426,48,intermediate,18,56,0,0.77,0.95,0.0108,1,35.71,13,30,low,D
1427,152,advanced,7,106,0,0.5,0.59,0.0021,1,77.22,7,25,low,B
1428,130,beginner,15,139,0,0.47,0.79,0.029,1,3.11,42,22,low,D
1429,12,advanced,15,144,0,0.6,0.75,0.0027,1,68.28,18,28,low,B
1430,142,intermediate,16,67,0,0.88,0.98,0.004,1,36.21,11,3,low,D
1431,27,beginner,7,124,0,0.8,1.0,0.0144,1,7.66,44,16,low,D
1432,102,intermediate,7,72,0,0.4,0.55,0.0071,1,37.92,43,1,low,D
1433,117,beginner,16,233,0,0.35,0.7,0.0264,1,28.14,17,4,low,D
1434,120,advanced,15,45,0,0.45,0.54,0.0024,0,,9,3,low,C
1435,59,advanced,18,54,0,0.4,0.44,0.0009,1,66.11,16,13,low,B
1436,121,beginner,12,48,0,0.74,0.92,0.0113,0,,36,5,low,D
1437,19,beginner,18,196,0,0.32,0.68,0.0254,1,27.22,47,1,low,D
1438,111,intermediate,16,27,0,0.4,0.48,0.0019,0,,19,3,low,C
1439,22,beginner,16,105,0,0.67,0.85,0.0152,1,34.94,32,0,low,D
1440,39,advanced,15,39,0,0.53,0.56,0.0005,0,,45,18,low,A
1441,196,advanced,8,141,0,0.25,0.29,0.0009,0,,24,15,low,A
1442,70,advanced,22,16,0,0.24,0.3,0.0043,0,,40,9,low,A
1443,91,beginner,9,139,0,0.8,1.0,0.0125,1,11.63,30,27,low,D
1444,110,advanced,11,84,0,0.42,0.48,0.0009,1,94.71,13,8,low,A
1445,179,intermediate,14,158,0,0.31,0.5,0.0101,1,60.5,49,16,low,C
1446,124,intermediate,19,229,0,0.59,0.81,0.0064,1,41.92,16,7,low,D
1447,65,beginner,23,76,1,0.6,0.76,0.0122,1,11.3,35,21,low,D
1448,141,advanced,23,175,1,0.24,0.33,0.0017,1,70.75,40,12,low,B
1449,165,advanced,23,204,1,0.44,0.54,0.003,0,,4,8,medium,A
1450,25,advanced,13,83,0,0.6,0.71,0.0021,1,83.25,0,11,low,A
1451,155,beginner,7,46,0,0.42,0.68,0.0286,0,,2,7,low,C
1452,64,advanced,12,147,0,0.49,0.63,0.0026,1,82.08,48,24,low,A
1453,157,beginner,11,236,0,0.39,0.88,0.0306,1,25.39,11,9,low,D
1454,128,beginner,22,195,0,0.89,1.0,0.0127,1,4.36,18,7,medium,D
1455,198,beginner,15,220,0,0.77,1.0,0.0145,1,27.1,28,13,medium,D
1456,67,advanced,12,70,0,0.32,0.38,0.001,1,89.96,5,7,low,A
1457,35,intermediate,16,162,0,0.37,0.58,0.0107,1,46.56,15,16,low,D
1458,163,beginner,16,187,0,0.63,0.93,0.0189,1,21.3,14,1,low,D
1459,169,beginner,11,79,0,0.6,0.83,0.0208,1,1.33,29,9,low,D
1460,121,beginner,7,43,0,0.68,0.9,0.0314,0,,49,25,low,C
1461,113,advanced,13,93,0,0.75,0.83,0.0015,0,,31,28,low,A
1462,121,beginner,13,224,0,0.77,1.0,0.0173,0,,30,3,medium,D
1463,196,advanced,7,157,0,0.34,0.44,0.0014,1,76.56,22,14,low,B
1464,19,beginner,8,48,0,0.9,1.0,0.011,1,21.27,34,21,low,D
1465,51,beginner,12,224,0,0.43,0.8,0.0197,1,39.72,3,17,low,D
1466,116,advanced,21,174,0,0.82,0.9,0.0016,1,48.61,46,9,low,D
1467,77,advanced,6,117,0,0.31,0.39,0.0023,1,77.53,39,3,low,B
1468,128,beginner,22,165,0,0.4,0.74,0.0448,0,,42,20,low,C
1469,27,beginner,18,193,0,0.42,0.67,0.0232,1,27.36,21,1,low,D
1470,103,advanced,14,191,0,0.36,0.47,0.0025,1,89.12,2,7,low,A
1471,52,advanced,18,34,0,0.31,0.35,0.0011,1,81.53,9,20,low,A
1472,40,advanced,16,43,0,0.69,0.72,0.0006,1,60.48,46,19,low,C
1473,65,beginner,16,119,0,0.84,1.0,0.0129,1,-5.01,3,8,low,D
1474,101,beginner,11,160,0,0.47,0.88,0.0349,1,23.43,1,4,low,D
1475,92,beginner,15,126,0,0.37,0.59,0.0191,0,,17,16,low,C
1476,86,beginner,23,136,1,0.76,1.0,0.0313,0,,33,25,medium,C
1477,175,advanced,12,220,0,0.52,0.58,0.0011,0,,27,13,low,A
1478,184,beginner,22,123,0,0.58,0.83,0.0117,1,34.07,9,7,low,D
1479,115,intermediate,21,101,0,0.32,0.47,0.0089,1,39.17,3,20,low,D
1480,95,beginner,12,37,0,0.36,0.55,0.0218,0,,15,0,low,C
1481,174,advanced,20,20,0,0.66,0.68,0.0007,0,,35,26,low,B
1482,174,advanced,11,96,0,0.83,0.89,0.0012,1,72.93,24,0,low,B
1483,42,beginner,12,116,0,0.51,0.81,0.0287,1,9.8,10,12,low,D
1484,73,beginner,23,163,1,0.46,0.89,0.0373,0,,15,11,low,C
1485,162,intermediate,19,171,0,0.67,0.94,0.0118,1,34.49,22,17,low,D
1486,42,beginner,12,193,0,0.69,0.87,0.0094,1,7.7,25,5,low,D
1487,59,advanced,20,158,0,0.37,0.52,0.0031,0,,36,16,low,B
1488,128,beginner,18,105,0,0.56,0.77,0.0102,1,25.42,39,29,low,D
1489,200,advanced,18,235,0,0.82,0.95,0.0029,1,72.71,4,0,medium,B
1490,149,advanced,6,152,0,0.59,0.65,0.0011,0,,13,11,low,B
1491,16,intermediate,7,230,0,0.59,0.77,0.0084,0,,1,7,low,B
1492,56,advanced,12,142,0,0.43,0.51,0.0023,1,52.62,49,22,low,C
1493,25,advanced,21,223,0,0.55,0.63,0.0022,1,79.48,20,4,low,B
1494,155,beginner,10,29,0,0.6,0.92,0.0268,1,20.36,0,26,low,D
1495,6,intermediate,6,221,0,0.9,1.0,0.0071,1,29.59,27,18,medium,D
1496,12,advanced,20,165,0,0.65,0.77,0.0024,1,65.76,34,27,low,B
1497,14,intermediate,18,143,0,0.4,0.61,0.0066,1,41.48,10,17,low,D
1498,75,beginner,7,190,0,0.75,1.0,0.0336,1,3.33,27,22,medium,D
1499,184,beginner,18,178,0,0.8,1.0,0.0159,0,,13,14,low,C
1500,173,advanced,17,24,0,0.32,0.36,0.0015,0,,29,29,low,B
1501,120,advanced,12,40,0,0.39,0.44,0.0017,1,57.49,0,27,low,C
1502,45,beginner,7,51,0,0.75,0.91,0.009,0,,10,12,low,D
1503,119,beginner,11,183,0,0.72,1.0,0.0263,1,20.79,35,17,medium,D
1504,78,intermediate,7,49,0,0.71,0.79,0.0047,1,19.2,31,28,low,D
1505,158,intermediate,16,50,0,0.87,1.0,0.0041,1,36.45,11,1,low,D
1506,118,beginner,10,79,0,0.35,0.59,0.0273,0,,5,16,low,C
1507,115,intermediate,23,190,1,0.89,1.0,0.0105,1,24.85,5,21,high,D
1508,190,advanced,23,18,1,0.37,0.42,0.0024,1,64.33,35,13,low,C
1509,105,beginner,9,66,0,0.6,0.97,0.0262,0,,27,7,low,B
1510,136,intermediate,9,41,0,0.29,0.39,0.0039,0,,30,3,low,D
1511,66,beginner,17,211,0,0.51,0.73,0.0114,1,28.0,13,10,low,D
1512,38,intermediate,22,35,0,0.51,0.61,0.0028,1,51.19,45,7,low,C
1513,96,intermediate,23,216,1,0.44,0.73,0.0121,1,47.66,13,25,medium,D
1514,186,advanced,23,41,1,0.43,0.47,0.001,1,73.02,27,5,low,B
1515,69,advanced,21,234,0,0.66,0.79,0.0027,0,,9,16,low,A
1516,150,advanced,19,116,0,0.82,0.87,0.0011,1,62.25,7,23,low,C
1517,165,advanced,8,144,0,0.57,0.62,0.001,1,46.71,17,3,low,D
1518,101,beginner,10,79,0,0.63,1.0,0.0322,0,,38,5,low,C
1519,156,intermediate,12,236,0,0.88,1.0,0.0079,1,43.89,12,29,medium,D
1520,67,advanced,6,116,0,0.65,0.72,0.0019,0,,48,5,low,A
1521,59,advanced,21,35,0,0.68,0.75,0.0022,1,54.29,33,27,low,C
1522,20,advanced,6,40,0,0.69,0.74,0.0009,1,61.27,27,11,low,C
1523,109,intermediate,16,164,0,0.53,0.79,0.0173,1,51.28,4,8,low,C
1524,83,advanced,12,238,0,0.29,0.37,0.0015,0,,23,14,low,A
1525,46,advanced,15,43,0,0.55,0.6,0.0014,1,62.08,5,12,low,C
1526,160,advanced,19,232,0,0.85,0.93,0.0018,0,,31,12,medium,A
1527,58,beginner,6,76,0,0.67,1.0,0.0381,0,,19,16,low,D
1528,128,beginner,23,188,1,0.59,0.86,0.0207,1,23.03,31,4,medium,D
1529,10,intermediate,10,162,0,0.8,1.0,0.0094,1,40.74,21,11,low,D
1530,66,beginner,15,224,0,0.49,0.76,0.0111,1,13.97,27,18,low,D
1531,5,beginner,11,39,0,0.79,1.0,0.0346,1,21.63,26,9,low,D
1532,93,beginner,12,100,0,0.82,1.0,0.0116,1,16.46,10,14,low,D
1533,17,advanced,23,121,1,0.76,0.82,0.0009,0,,31,27,medium,B
1534,194,intermediate,20,155,0,0.38,0.57,0.0081,1,41.74,49,6,low,D
1535,182,advanced,8,120,0,0.76,0.83,0.0026,0,,39,23,low,A
1536,194,intermediate,14,224,0,0.8,1.0,0.008,1,41.31,32,29,medium,D
1537,34,advanced,18,27,0,0.43,0.5,0.0061,0,,48,14,low,A
1538,174,advanced,21,55,0,0.55,0.65,0.0029,1,73.84,33,25,low,B
1539,107,advanced,11,240,0,0.44,0.54,0.0021,1,77.92,48,29,low,B
1540,96,intermediate,22,87,0,0.44,0.6,0.0062,1,52.08,0,1,low,C
1541,102,intermediate,7,143,0,0.7,0.83,0.005,1,47.75,21,4,low,D
1542,132,intermediate,8,93,0,0.81,0.9,0.0053,0,,36,29,low,D
1543,25,advanced,17,203,0,0.57,0.64,0.0014,1,62.16,42,16,low,C
1544,17,advanced,21,68,0,0.43,0.51,0.0015,1,86.7,28,25,low,A
1545,128,beginner,8,223,0,0.88,1.0,0.0162,1,7.88,26,11,medium,D
1546,103,advanced,10,144,0,0.69,0.79,0.0019,1,62.49,37,24,low,C
1547,128,beginner,20,47,0,0.56,0.77,0.0236,1,37.58,10,11,low,D
1548,71,advanced,19,174,0,0.63,0.73,0.0014,1,59.39,32,24,low,C
1549,50,intermediate,12,24,0,0.45,0.58,0.0056,1,55.07,22,29,low,C
1550,180,advanced,13,224,0,0.78,0.85,0.002,1,50.11,37,28,medium,C
1551,66,beginner,18,35,0,0.52,0.74,0.0287,1,27.49,23,7,low,D
1552,88,intermediate,21,173,0,0.35,0.46,0.0031,1,58.85,50,7,low,C
1553,172,beginner,15,25,0,0.77,1.0,0.0409,0,,2,3,low,C
1554,185,intermediate,12,211,0,0.73,0.91,0.0046,1,44.94,43,8,medium,D
1555,86,beginner,6,214,0,0.55,0.92,0.0307,1,42.54,12,28,low,D
1556,76,beginner,14,55,0,0.7,0.94,0.0126,1,11.71,2,26,low,D
1557,84,beginner,10,58,0,0.63,0.85,0.0303,1,0.21,2,16,low,D
1558,68,beginner,20,186,0,0.86,1.0,0.0255,1,-3.61,47,21,medium,D
1559,79,beginner,9,201,0,0.69,1.0,0.0223,0,,48,8,low,D
1560,135,beginner,22,24,0,0.6,0.76,0.0119,0,,19,13,low,C
1561,112,intermediate,7,25,0,0.76,0.86,0.0062,1,31.1,31,30,low,D
1562,17,advanced,15,106,0,0.45,0.5,0.0008,1,90.74,30,28,low,A
1563,76,beginner,21,39,0,0.73,0.96,0.0199,0,,37,26,low,C
1564,123,advanced,10,181,0,0.76,0.83,0.002,1,68.92,7,0,medium,B
1565,166,intermediate,10,103,0,0.59,0.81,0.0083,0,,49,26,low,C
1566,104,advanced,13,239,0,0.49,0.61,0.0016,1,82.22,32,10,low,A
1567,48,intermediate,13,140,0,0.42,0.63,0.0091,0,,30,23,low,C
1568,10,intermediate,9,71,0,0.82,0.96,0.0055,1,37.18,21,6,low,D
1569,31,beginner,17,172,0,0.67,0.95,0.0319,1,2.58,17,16,low,D
1570,63,beginner,23,136,1,0.67,1.0,0.0321,1,-0.41,17,5,low,D
1571,95,beginner,6,45,0,0.89,1.0,0.0104,1,-1.56,42,23,low,D
1572,133,advanced,6,151,0,0.77,0.85,0.0012,1,83.32,32,8,low,A
1573,158,intermediate,18,188,0,0.47,0.59,0.0065,0,,35,10,low,B
1574,57,advanced,8,106,0,0.36,0.43,0.001,1,98.88,20,19,low,A
1575,8,beginner,13,234,0,0.67,1.0,0.0181,1,12.27,27,19,low,D
1576,26,advanced,8,66,0,0.79,0.82,0.0007,0,,29,26,low,B
1577,48,intermediate,20,34,0,0.88,1.0,0.0051,1,38.73,12,15,low,D
1578,43,intermediate,9,28,0,0.35,0.45,0.0054,0,,20,10,low,D
1579,198,beginner,15,142,0,0.94,1.0,0.0054,1,27.71,48,17,low,D
1580,55,beginner,19,213,0,0.53,0.74,0.0111,1,34.01,49,12,low,D
1581,74,advanced,14,93,0,0.79,0.9,0.0022,1,58.27,46,21,low,C
1582,146,intermediate,18,214,0,0.68,0.81,0.0056,0,,41,18,low,A
1583,155,beginner,18,161,0,0.87,1.0,0.0212,0,,9,1,low,C
1584,140,intermediate,22,66,0,0.85,1.0,0.0077,0,,37,16,low,B
1585,146,intermediate,21,154,0,0.83,0.96,0.0048,1,41.11,42,24,low,D
1586,71,advanced,20,140,0,0.33,0.39,0.0012,1,74.62,14,21,low,B
1587,63,beginner,23,19,1,0.74,0.94,0.0456,1,10.01,7,19,medium,D
1588,79,beginner,11,29,0,0.59,0.7,0.0072,1,20.62,37,24,low,D
1589,160,advanced,9,132,0,0.62,0.73,0.0027,0,,28,0,low,B
1590,178,beginner,14,163,0,0.42,0.74,0.0285,1,29.61,42,1,low,D
1591,93,beginner,17,175,0,0.8,1.0,0.015,0,,25,1,low,C
1592,25,advanced,19,203,0,0.4,0.46,0.001,1,79.8,11,0,low,B
1593,14,intermediate,8,175,0,0.28,0.51,0.016,1,46.23,33,14,low,D
1594,106,intermediate,10,133,0,0.82,0.97,0.007,1,32.21,20,7,low,D
1595,64,advanced,19,226,0,0.29,0.35,0.0011,1,100.55,3,21,low,A
1596,76,beginner,13,168,0,0.53,0.78,0.015,1,23.85,33,13,low,D
1597,110,advanced,17,126,0,0.34,0.41,0.0013,0,,27,17,low,B
1598,172,beginner,19,177,0,0.72,0.97,0.014,1,34.04,49,16,low,D
1599,126,advanced,18,212,0,0.27,0.4,0.0034,1,69.61,19,4,low,B
1600,36,intermediate,23,71,1,0.47,0.64,0.0076,1,54.39,28,5,low,C
1601,137,advanced,13,198,0,0.72,0.78,0.001,1,81.78,44,26,medium,A
1602,132,intermediate,9,220,0,0.6,0.73,0.0049,1,29.2,45,26,low,D
1603,58,beginner,18,158,0,0.77,1.0,0.0382,1,3.97,0,4,low,D
1604,96,intermediate,19,201,0,0.66,0.9,0.0089,1,40.96,21,24,low,D
1605,200,advanced,12,66,0,0.41,0.46,0.0006,0,,14,4,low,A
1606,56,advanced,16,103,0,0.29,0.36,0.0012,1,74.59,2,28,low,B
1607,181,advanced,11,196,0,0.4,0.51,0.0016,0,,4,28,low,A
1608,17,advanced,16,167,0,0.75,0.81,0.0011,1,67.27,34,13,low,B
1609,161,intermediate,8,110,0,0.56,0.72,0.0054,0,,6,1,low,C
1610,37,advanced,22,43,0,0.68,0.72,0.0005,1,65.43,44,7,low,B
1611,181,advanced,7,164,0,0.77,0.86,0.0018,1,75.38,12,17,low,B
1612,134,beginner,6,99,0,0.8,1.0,0.0135,0,,31,25,low,B
1613,115,intermediate,21,90,0,0.8,0.95,0.0059,1,25.43,3,30,low,D
1614,139,advanced,8,21,0,0.4,0.44,0.0015,1,49.36,43,24,low,D
1615,19,beginner,19,53,0,0.6,0.78,0.0122,1,20.14,28,18,low,D
1616,142,intermediate,21,49,0,0.39,0.53,0.005,0,,23,26,low,B
1617,118,beginner,11,238,0,0.59,0.99,0.0245,1,23.45,16,1,low,D
1618,170,advanced,15,206,0,0.83,0.92,0.0018,1,42.16,46,29,medium,D
1619,194,intermediate,19,226,0,0.45,0.64,0.0063,1,46.32,10,25,low,D
1620,181,advanced,17,55,0,0.58,0.63,0.0011,1,73.31,19,23,low,B
1621,22,beginner,9,192,0,0.92,1.0,0.0076,1,25.7,26,0,medium,D
1622,84,beginner,15,139,0,0.36,0.64,0.0283,0,,50,0,low,C
1623,122,intermediate,7,54,0,0.51,0.63,0.0041,1,34.73,2,29,low,D
1624,63,beginner,15,180,0,0.57,0.82,0.0153,0,,23,27,low,C
1625,180,advanced,17,145,0,0.82,0.9,0.0014,0,,16,10,low,B
1626,107,advanced,9,171,0,0.66,0.75,0.0016,1,81.11,14,9,low,A
1627,20,advanced,23,34,1,0.66,0.72,0.0027,1,84.39,22,25,low,A
1628,194,intermediate,22,230,0,0.86,1.0,0.0042,1,33.45,9,13,medium,D
1629,10,intermediate,21,154,0,0.48,0.58,0.0038,1,55.62,6,9,low,C
1630,45,beginner,11,67,0,0.45,0.98,0.0561,0,,43,2,low,C
1631,199,beginner,13,65,0,0.44,0.74,0.0224,0,,18,8,low,C
1632,149,advanced,18,222,0,0.38,0.52,0.0033,1,94.33,33,18,low,A
1633,136,intermediate,22,45,0,0.31,0.43,0.0121,0,,8,23,low,C
1634,175,advanced,8,207,0,0.84,0.92,0.002,0,,42,15,medium,A
1635,58,beginner,16,29,0,0.86,0.99,0.0126,1,10.99,5,13,low,D
1636,198,beginner,18,74,0,0.36,0.52,0.009,1,23.54,47,1,low,D
1637,114,beginner,16,54,0,0.84,1.0,0.0135,1,22.89,4,27,low,D
1638,122,intermediate,9,72,0,0.52,0.8,0.0173,1,63.44,27,3,low,C
1639,178,beginner,16,37,0,0.5,0.65,0.0185,0,,2,8,low,B
1640,154,beginner,7,85,0,0.74,1.0,0.0464,0,,0,0,low,B
1641,179,intermediate,6,226,0,0.31,0.55,0.0103,1,70.88,10,17,low,B
1642,71,advanced,7,151,0,0.33,0.39,0.0016,1,83.38,39,24,low,A
1643,129,advanced,13,195,0,0.32,0.44,0.003,1,90.6,17,6,low,A
1644,40,advanced,15,16,0,0.44,0.47,0.0009,0,,35,0,low,A
1645,34,advanced,6,36,0,0.49,0.53,0.0007,1,82.14,32,23,low,A
1646,79,beginner,7,173,0,0.47,0.67,0.0117,0,,39,8,low,C
1647,128,beginner,9,116,0,0.8,1.0,0.0193,0,,19,16,low,C
1648,114,beginner,6,149,0,0.74,1.0,0.0465,1,25.99,28,13,low,D
1649,125,advanced,10,86,0,0.61,0.7,0.0018,1,61.7,41,22,low,C
1650,63,beginner,19,143,0,0.6,1.0,0.0413,0,,33,2,low,B
1651,90,advanced,18,78,0,0.76,0.81,0.0012,0,,50,30,low,A
1652,7,intermediate,8,110,0,0.51,0.65,0.007,0,,36,27,low,B
1653,188,beginner,16,40,0,0.81,0.95,0.0192,0,,1,3,low,D
1654,96,intermediate,18,32,0,0.81,0.95,0.0086,1,61.16,44,27,low,C
1655,66,beginner,22,32,0,0.37,0.61,0.0298,0,,33,25,low,D
1656,72,beginner,7,166,0,0.42,0.75,0.0203,1,11.2,33,3,low,D
1657,146,intermediate,23,130,1,0.56,0.67,0.0037,0,,44,6,low,C
1658,106,intermediate,13,215,0,0.78,0.99,0.0116,1,42.03,18,28,medium,D
1659,188,beginner,16,164,0,0.5,0.95,0.0479,1,20.9,21,18,low,D
1660,39,advanced,8,15,0,0.74,0.77,0.0006,1,62.54,16,6,low,C
1661,26,advanced,15,95,0,0.72,0.75,0.0007,1,71.71,7,30,low,B
1662,20,advanced,18,15,0,0.26,0.28,0.0004,1,88.03,22,22,low,A
1663,34,advanced,13,140,0,0.35,0.43,0.0015,1,90.41,8,26,low,A
1664,80,advanced,15,190,0,0.65,0.77,0.0027,1,65.77,4,18,low,B
1665,6,intermediate,21,153,0,0.4,0.55,0.0076,1,20.27,8,6,low,D
1666,50,intermediate,10,149,0,0.57,0.72,0.0051,1,53.89,9,17,low,C
1667,130,beginner,15,172,0,0.6,1.0,0.0527,1,21.89,21,3,low,D
1668,163,beginner,9,187,0,0.92,1.0,0.0119,1,-0.81,48,9,medium,D
1669,16,intermediate,17,192,0,0.72,0.89,0.0054,1,36.53,49,12,medium,D
1670,197,beginner,18,69,0,0.65,1.0,0.0276,1,1.78,29,17,low,D
1671,187,beginner,8,226,0,0.46,0.72,0.0196,1,23.76,3,8,low,D
1672,111,intermediate,23,145,1,0.36,0.52,0.0056,1,47.81,23,12,low,D
1673,193,advanced,6,174,0,0.71,0.77,0.0013,1,70.71,46,18,low,B
1674,118,beginner,11,72,0,0.76,0.98,0.0141,0,,9,9,low,B
1675,41,beginner,23,77,1,0.8,1.0,0.02,1,16.12,7,13,medium,D
1676,29,beginner,8,21,0,0.88,1.0,0.0067,0,,44,17,low,C
1677,22,beginner,18,83,0,0.65,1.0,0.0343,1,29.34,30,15,low,D
1678,97,intermediate,23,184,1,0.84,1.0,0.009,0,,13,24,high,D
1679,177,intermediate,10,39,0,0.79,0.89,0.0033,0,,39,9,low,B
1680,171,advanced,15,100,0,0.51,0.58,0.0013,1,89.09,47,24,low,A
1681,127,beginner,17,191,0,0.85,1.0,0.0182,1,-2.5,6,11,medium,D
1682,35,intermediate,13,35,0,0.5,0.6,0.0051,1,59.16,27,4,low,C
1683,147,beginner,8,236,0,0.54,0.74,0.0134,1,18.5,19,3,low,D
1684,18,intermediate,7,210,0,0.69,0.87,0.0053,1,49.76,46,3,low,D
1685,65,beginner,14,225,0,0.5,0.95,0.0398,0,,11,3,low,D
1686,8,beginner,21,76,0,0.41,0.68,0.0284,1,29.61,9,22,low,D
1687,200,advanced,19,42,0,0.63,0.73,0.0035,1,88.61,9,12,low,A
1688,128,beginner,12,135,0,0.89,1.0,0.0094,1,19.9,19,3,low,D
1689,150,advanced,22,77,0,0.8,0.84,0.0012,0,,50,2,low,B
1690,84,beginner,12,199,0,0.45,1.0,0.0514,1,1.82,45,5,low,D
1691,139,advanced,7,122,0,0.67,0.72,0.001,1,52.72,35,23,low,C
1692,141,advanced,17,170,0,0.6,0.68,0.0015,1,35.07,32,11,low,D
1693,184,beginner,11,182,0,0.76,1.0,0.0311,0,,27,1,medium,B
1694,147,beginner,18,147,0,0.77,1.0,0.0264,1,8.31,40,17,low,D
1695,198,beginner,22,186,0,0.76,1.0,0.0201,1,21.88,4,13,medium,D
1696,190,advanced,22,62,0,0.68,0.78,0.0022,1,79.67,0,21,low,B
1697,113,advanced,13,128,0,0.26,0.36,0.0019,1,99.9,28,14,low,A
1698,8,beginner,19,96,0,0.87,1.0,0.0133,1,17.37,37,16,low,D
1699,42,beginner,18,134,0,0.69,0.96,0.019,1,11.53,36,28,low,D
1700,192,advanced,17,82,0,0.46,0.54,0.002,1,56.45,33,13,low,C
